Mod:Item:MetaData, Localized Name
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT矿车
minecraft:hopper_minecart, 漏斗矿车
BambooMod:delude_width, 模仿台阶
BambooMod:delude_height, 模仿台阶垂直
BambooMod:delude_stair, 模仿楼梯
BambooMod:campfire, 营火
BambooMod:deco:0, 灰泥
BambooMod:deco:1, 菱纹墙
BambooMod:deco:2, 方格花纹(橡)
BambooMod:deco:3, 方格花纹(松)
BambooMod:deco:4, 方格花纹(白桦)
BambooMod:deco:5, 瓦方块
BambooMod:halfDeco:0, 灰泥台阶
BambooMod:halfDeco:1, 菱纹墙台阶
BambooMod:halfDeco:2, 方格花纹台阶(橡)
BambooMod:halfDeco:3, 方格花纹台阶(松)
BambooMod:halfDeco:4, 方格花纹台阶(白桦)
BambooMod:halfDeco:5, 瓦台阶
BambooMod:twoDirDeco:0, 百叶窗板
BambooMod:twoDirDeco:2, 樱木板
BambooMod:twoDirDeco:4, 秸秆方块
BambooMod:halfTwoDirDeco:0, 瓦楼梯
BambooMod:halfTwoDirDeco:2, 樱木台阶
BambooMod:halfTwoDirDeco:4, 秸秆台阶
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
BambooMod:kawara_stair, 瓦楼梯
BambooMod:wara_stair, 秸秆楼梯
BambooMod:decoCarpet:0, 草席
BambooMod:decoCarpet:2, 茅草地毯
BambooMod:decoCarpet:4, 草席(泛黄)
BambooMod:decoCarpet:6, 没有边缘的草席(泛黄)
BambooMod:decoCarpet:8, 没有边缘的草席
BambooMod:thickSakuraPillar, 樱木支柱(粗)
BambooMod:thinSakuraPillar, 樱木支柱(细)
BambooMod:thickOrcPillar, 橡木支柱(粗)
BambooMod:thinOrcPillar, 橡木支柱(细)
BambooMod:thickSprucePillar, 松支柱(粗)
BambooMod:thinSprucePillar, 松支柱(细)
BambooMod:thickBirchPillar, 白桦支柱(粗)
BambooMod:thinBirchPillar, 白桦支柱(细)
BambooMod:delude_plate, 模仿压力板
BambooMod:ricePlant, RicePlant
BambooMod:bambooMillStone, 石磨
BambooMod:bambooMoss, 藓苔方块
BambooMod:bambooMultiPot, 小花盆
BambooMod:blobkbroom:0, 帚目(直线)
BambooMod:blobkbroom:1, 帚目(曲线)
BambooMod:bamboohuton, tile.bamboohuton.name
BambooMod:bamboomultiblock:2, 缩小范围2x
BambooMod:bamboomultiblock:3, 缩小范围3x
BambooMod:bamboomultiblock:4, 缩小范围4x
BambooMod:bamboomultiblock:5, 缩小范围5x
BambooMod:alphamultiblock:2, MiniBlock(Alpha)2x
BambooMod:alphamultiblock:3, MiniBlock(Alpha)3x
BambooMod:alphamultiblock:4, MiniBlock(Alpha)4x
BambooMod:alphamultiblock:5, MiniBlock(Alpha)5x
BambooMod:sakuracarpet:0, SakuraCarpet
BambooMod:sakuracarpet:1, SakuraCarpet
BambooMod:sakuracarpet:2, SakuraCarpet
BambooMod:decoPlaster:0, DecoPlaster(I)
BambooMod:decoCurvePlaster:0, DecoPlaster(L)
BambooMod:decoDCurvePlaster:0, DecoPlaster(D)
BambooMod:seaweed, SeaWeed
BambooMod:beanPlant, BeanPlant
BambooMod:tomatoPlant, TomatoPlant
BambooMod:villagerBlock, VillagerBlock
BambooMod:crossLamp:0, Bonfire
BambooMod:crossLamp:1, Lampstand
BambooMod:bambooLiangThick:0, 梁
BambooMod:bambooLiangVLogThick:0, 梁
BambooMod:bambooLiangVLogThick:1, 梁
BambooMod:bambooLiangVLogThick:2, 梁
BambooMod:bambooLiangVLogThick:3, 梁
BambooMod:bambooLiangVLog2Thick:0, 梁
BambooMod:bambooLiangVLog2Thick:1, 梁
BambooMod:bambooLiangVWoodThick:0, 梁
BambooMod:bambooLiangVWoodThick:1, 梁
BambooMod:bambooLiangVWoodThick:2, 梁
BambooMod:bambooLiangVWoodThick:3, 梁
BambooMod:bambooLiangVWoodThick:4, 梁
BambooMod:bambooLiangVWoodThick:5, 梁
BambooMod:bambooLiangThin:0, 梁
BambooMod:bambooLiangVLogThin:0, 梁
BambooMod:bambooLiangVLogThin:1, 梁
BambooMod:bambooLiangVLogThin:2, 梁
BambooMod:bambooLiangVLogThin:3, 梁
BambooMod:bambooLiangVLog2Thin:0, 梁
BambooMod:bambooLiangVLog2Thin:1, 梁
BambooMod:bambooLiangVWoodThin:0, 梁
BambooMod:bambooLiangVWoodThin:1, 梁
BambooMod:bambooLiangVWoodThin:2, 梁
BambooMod:bambooLiangVWoodThin:3, 梁
BambooMod:bambooLiangVWoodThin:4, 梁
BambooMod:bambooLiangVWoodThin:5, 梁
BambooMod:maneki, 招财猫
BiblioCraft:tile.BiblioFramedChest:0, 镶框箱子
BiblioCraft:BiblioPaneler:0, 橡木家具板材机
BiblioCraft:BiblioPaneler:1, 云杉家具板材机
BiblioCraft:BiblioPaneler:2, 桦木家具板材机
BiblioCraft:BiblioPaneler:3, 丛林木家具板材机
BiblioCraft:BiblioPaneler:4, 金合欢家具板材机
BiblioCraft:BiblioPaneler:5, 深色橡木家具板材机
BiblioCraft:BiblioPaneler:6, 镶框家具板材机
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, 白色打字机
BiblioCraft:BiblioTypewriter:1, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:2, 灰色打字机
BiblioCraft:BiblioTypewriter:3, 黑色打字机
BiblioCraft:BiblioTypewriter:4, 红色打字机
BiblioCraft:BiblioTypewriter:5, 橙色打字机
BiblioCraft:BiblioTypewriter:6, 黄色打字机
BiblioCraft:BiblioTypewriter:7, 柠檬色打字机
BiblioCraft:BiblioTypewriter:8, 绿色打字机
BiblioCraft:BiblioTypewriter:9, 青色打字机
BiblioCraft:BiblioTypewriter:10, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:11, 蓝色打字机
BiblioCraft:BiblioTypewriter:12, 紫色打字机
BiblioCraft:BiblioTypewriter:13, 品红色打字机
BiblioCraft:BiblioTypewriter:14, 粉色打字机
BiblioCraft:BiblioTypewriter:15, 棕色打字机
BiblioCraft:BiblioClock:0, 橡木时钟
BiblioCraft:BiblioClock:1, 云杉时钟
BiblioCraft:BiblioClock:2, 桦木时钟
BiblioCraft:BiblioClock:3, 丛林木时钟
BiblioCraft:BiblioClock:4, 金合欢时钟
BiblioCraft:BiblioClock:5, 深色橡木时钟
BiblioCraft:BiblioClock:6, 镶框钟
BiblioCraft:BiblioFlatPainting:0, 橡木画框
BiblioCraft:BiblioFlatPainting:1, 云杉画框
BiblioCraft:BiblioFlatPainting:2, 桦木画框
BiblioCraft:BiblioFlatPainting:3, 丛林木画框
BiblioCraft:BiblioFlatPainting:4, 金合欢画框
BiblioCraft:BiblioFlatPainting:5, 深色橡木画框
BiblioCraft:BiblioFlatPainting:6, 镶框画框
BiblioCraft:BiblioSimplePainting:0, 橡木画框
BiblioCraft:BiblioSimplePainting:1, 云杉画框
BiblioCraft:BiblioSimplePainting:2, 桦木画框
BiblioCraft:BiblioSimplePainting:3, 丛林木画框
BiblioCraft:BiblioSimplePainting:4, 金合欢画框
BiblioCraft:BiblioSimplePainting:5, 深色橡木画框
BiblioCraft:BiblioSimplePainting:6, 镶框画框
BiblioCraft:BiblioMiddlePainting:0, 橡木画框
BiblioCraft:BiblioMiddlePainting:1, 云杉画框
BiblioCraft:BiblioMiddlePainting:2, 桦木画框
BiblioCraft:BiblioMiddlePainting:3, 丛林木画框
BiblioCraft:BiblioMiddlePainting:4, 金合欢画框
BiblioCraft:BiblioMiddlePainting:5, 深色橡木画框
BiblioCraft:BiblioMiddlePainting:6, 镶框画框
BiblioCraft:BiblioFancyPainting:0, 橡木画框
BiblioCraft:BiblioFancyPainting:1, 云杉画框
BiblioCraft:BiblioFancyPainting:2, 桦木画框
BiblioCraft:BiblioFancyPainting:3, 丛林木画框
BiblioCraft:BiblioFancyPainting:4, 金合欢画框
BiblioCraft:BiblioFancyPainting:5, 深色橡木画框
BiblioCraft:BiblioFancyPainting:6, 镶框画框
BiblioCraft:BiblioBorderlessPainting:0, 橡木画框
BiblioCraft:BiblioBorderlessPainting:1, 云杉画框
BiblioCraft:BiblioBorderlessPainting:2, 桦木画框
BiblioCraft:BiblioBorderlessPainting:3, 丛林木画框
BiblioCraft:BiblioBorderlessPainting:4, 金合欢画框
BiblioCraft:BiblioBorderlessPainting:5, 深色橡木画框
BiblioCraft:BiblioBorderlessPainting:6, 镶框画框
BiblioCraft:BiblioPaintPress, 压印机
BiblioCraft:BiblioSwordPedestal:0, 剑座
BiblioCraft:BiblioSwordPedestal:1, 剑座
BiblioCraft:BiblioSwordPedestal:2, 剑座
BiblioCraft:BiblioSwordPedestal:3, 剑座
BiblioCraft:BiblioSwordPedestal:4, 剑座
BiblioCraft:BiblioSwordPedestal:5, 剑座
BiblioCraft:BiblioSwordPedestal:6, 剑座
BiblioCraft:BiblioSwordPedestal:7, 剑座
BiblioCraft:BiblioSwordPedestal:8, 剑座
BiblioCraft:BiblioSwordPedestal:9, 剑座
BiblioCraft:BiblioSwordPedestal:10, 剑座
BiblioCraft:BiblioSwordPedestal:11, 剑座
BiblioCraft:BiblioSwordPedestal:12, 剑座
BiblioCraft:BiblioSwordPedestal:13, 剑座
BiblioCraft:BiblioSwordPedestal:14, 剑座
BiblioCraft:BiblioSwordPedestal:15, 剑座
BiblioCraft:BiblioFancySign:0, 橡木精致木牌
BiblioCraft:BiblioFancySign:1, 云杉精致木牌
BiblioCraft:BiblioFancySign:2, 桦木精致木牌
BiblioCraft:BiblioFancySign:3, 丛林精致木牌
BiblioCraft:BiblioFancySign:4, 金合欢精致木牌
BiblioCraft:BiblioFancySign:5, 深色橡木精致木牌
BiblioCraft:BiblioFancySign:6, 镶框精致木牌
BiblioCraft:BiblioWorkbench:0, 橡木精致工作台
BiblioCraft:BiblioWorkbench:1, 云杉精致工作台
BiblioCraft:BiblioWorkbench:2, 桦木精致工作台
BiblioCraft:BiblioWorkbench:3, 丛林精致工作台
BiblioCraft:BiblioWorkbench:4, 金合欢精致工作台
BiblioCraft:BiblioWorkbench:5, 深色橡木精致工作台
BiblioCraft:BiblioWorkbench:6, 镶框精致工作台
BiblioCraft:BiblioBell, 按铃
BiblioCraft:Bibliotheca:0, 橡木书架
BiblioCraft:Bibliotheca:1, 云杉木书架
BiblioCraft:Bibliotheca:2, 白桦木书架
BiblioCraft:Bibliotheca:3, 丛林木书架
BiblioCraft:Bibliotheca:4, 金合欢书架
BiblioCraft:Bibliotheca:5, 深色橡木书架
BiblioCraft:Bibliotheca:6, 镶框书架
BiblioCraft:BookcaseFilled:0, 橡木书架
BiblioCraft:BookcaseFilled:1, 云杉木书架
BiblioCraft:BookcaseFilled:2, 白桦木书架
BiblioCraft:BookcaseFilled:3, 丛林木书架
BiblioCraft:BookcaseFilled:4, 金合欢书架
BiblioCraft:BookcaseFilled:5, 深色橡木书架
BiblioCraft:BookcaseFilled:6, 镶框书架
BiblioCraft:BiblioPotionShelf:0, 橡木药水架
BiblioCraft:BiblioPotionShelf:1, 云杉木药水架
BiblioCraft:BiblioPotionShelf:2, 白桦木药水架
BiblioCraft:BiblioPotionShelf:3, 丛林木药水架
BiblioCraft:BiblioPotionShelf:4, 金合欢药水架
BiblioCraft:BiblioPotionShelf:5, 深色橡木药水架
BiblioCraft:BiblioPotionShelf:6, 镶框药水架
BiblioCraft:BiblioShelf:0, 橡木架子
BiblioCraft:BiblioShelf:1, 云杉木架子
BiblioCraft:BiblioShelf:2, 白桦木架子
BiblioCraft:BiblioShelf:3, 丛林木架子
BiblioCraft:BiblioShelf:4, 金合欢架子
BiblioCraft:BiblioShelf:5, 深色橡木架子
BiblioCraft:BiblioShelf:6, 镶框架子
BiblioCraft:BiblioRack:0, 橡木工具架
BiblioCraft:BiblioRack:1, 云杉木工具架
BiblioCraft:BiblioRack:2, 白桦木工具架
BiblioCraft:BiblioRack:3, 丛林木工具架
BiblioCraft:BiblioRack:4, 金合欢工具架
BiblioCraft:BiblioRack:5, 深色橡木工具架
BiblioCraft:BiblioRack:6, 镶框工具架
BiblioCraft:BiblioCase:0, 橡木展示盒
BiblioCraft:BiblioCase:1, 云杉展示盒
BiblioCraft:BiblioCase:2, 桦木展示盒
BiblioCraft:BiblioCase:3, 丛林木展示盒
BiblioCraft:BiblioCase:4, 金合欢展示盒
BiblioCraft:BiblioCase:5, 深色橡木展示盒
BiblioCraft:BiblioCase:6, 镶框展示盒
BiblioCraft:BiblioLabel:0, 橡木标签
BiblioCraft:BiblioLabel:1, 云杉木标签
BiblioCraft:BiblioLabel:2, 桦木标签
BiblioCraft:BiblioLabel:3, 丛林木标签
BiblioCraft:BiblioLabel:4, 金合欢标签
BiblioCraft:BiblioLabel:5, 深色橡木标签
BiblioCraft:BiblioLabel:6, 镶框标签
BiblioCraft:BiblioDesk:0, 橡木台桌
BiblioCraft:BiblioDesk:1, 云杉木台桌
BiblioCraft:BiblioDesk:2, 白桦木台桌
BiblioCraft:BiblioDesk:3, 丛林木台桌
BiblioCraft:BiblioDesk:4, 金合欢台桌
BiblioCraft:BiblioDesk:5, 深色橡木台桌
BiblioCraft:BiblioDesk:6, 镶框桌子
BiblioCraft:BiblioTable:0, 橡木桌子
BiblioCraft:BiblioTable:1, 云杉木桌子
BiblioCraft:BiblioTable:2, 白桦木桌子
BiblioCraft:BiblioTable:3, 丛林木桌子
BiblioCraft:BiblioTable:4, 金合欢桌子
BiblioCraft:BiblioTable:5, 深色橡木桌子
BiblioCraft:BiblioTable:6, 镶框台桌
BiblioCraft:Armor Stand, 衣架
BiblioCraft:Typesetting Machine, 排版台
BiblioCraft:Printing Press, 拓印机
BiblioCraft:BiblioLantern:0, 精致灯笼
BiblioCraft:BiblioLantern:1, 精致灯笼
BiblioCraft:BiblioLantern:2, 精致灯笼
BiblioCraft:BiblioLantern:3, 精致灯笼
BiblioCraft:BiblioLantern:4, 精致灯笼
BiblioCraft:BiblioLantern:5, 精致灯笼
BiblioCraft:BiblioLantern:6, 精致灯笼
BiblioCraft:BiblioLantern:7, 精致灯笼
BiblioCraft:BiblioLantern:8, 精致灯笼
BiblioCraft:BiblioLantern:9, 精致灯笼
BiblioCraft:BiblioLantern:10, 精致灯笼
BiblioCraft:BiblioLantern:11, 精致灯笼
BiblioCraft:BiblioLantern:12, 精致灯笼
BiblioCraft:BiblioLantern:13, 精致灯笼
BiblioCraft:BiblioLantern:14, 精致灯笼
BiblioCraft:BiblioLantern:15, 精致灯笼
BiblioCraft:BiblioIronLantern:0, 精致灯笼
BiblioCraft:BiblioIronLantern:1, 精致灯笼
BiblioCraft:BiblioIronLantern:2, 精致灯笼
BiblioCraft:BiblioIronLantern:3, 精致灯笼
BiblioCraft:BiblioIronLantern:4, 精致灯笼
BiblioCraft:BiblioIronLantern:5, 精致灯笼
BiblioCraft:BiblioIronLantern:6, 精致灯笼
BiblioCraft:BiblioIronLantern:7, 精致灯笼
BiblioCraft:BiblioIronLantern:8, 精致灯笼
BiblioCraft:BiblioIronLantern:9, 精致灯笼
BiblioCraft:BiblioIronLantern:10, 精致灯笼
BiblioCraft:BiblioIronLantern:11, 精致灯笼
BiblioCraft:BiblioIronLantern:12, 精致灯笼
BiblioCraft:BiblioIronLantern:13, 精致灯笼
BiblioCraft:BiblioIronLantern:14, 精致灯笼
BiblioCraft:BiblioIronLantern:15, 精致灯笼
BiblioCraft:BiblioLamp:0, 精致灯具
BiblioCraft:BiblioLamp:1, 精致灯具
BiblioCraft:BiblioLamp:2, 精致灯具
BiblioCraft:BiblioLamp:3, 精致灯具
BiblioCraft:BiblioLamp:4, 精致灯具
BiblioCraft:BiblioLamp:5, 精致灯具
BiblioCraft:BiblioLamp:6, 精致灯具
BiblioCraft:BiblioLamp:7, 精致灯具
BiblioCraft:BiblioLamp:8, 精致灯具
BiblioCraft:BiblioLamp:9, 精致灯具
BiblioCraft:BiblioLamp:10, 精致灯具
BiblioCraft:BiblioLamp:11, 精致灯具
BiblioCraft:BiblioLamp:12, 精致灯具
BiblioCraft:BiblioLamp:13, 精致灯具
BiblioCraft:BiblioLamp:14, 精致灯具
BiblioCraft:BiblioLamp:15, 精致灯具
BiblioCraft:BiblioIronLamp:0, 精致灯具
BiblioCraft:BiblioIronLamp:1, 精致灯具
BiblioCraft:BiblioIronLamp:2, 精致灯具
BiblioCraft:BiblioIronLamp:3, 精致灯具
BiblioCraft:BiblioIronLamp:4, 精致灯具
BiblioCraft:BiblioIronLamp:5, 精致灯具
BiblioCraft:BiblioIronLamp:6, 精致灯具
BiblioCraft:BiblioIronLamp:7, 精致灯具
BiblioCraft:BiblioIronLamp:8, 精致灯具
BiblioCraft:BiblioIronLamp:9, 精致灯具
BiblioCraft:BiblioIronLamp:10, 精致灯具
BiblioCraft:BiblioIronLamp:11, 精致灯具
BiblioCraft:BiblioIronLamp:12, 精致灯具
BiblioCraft:BiblioIronLamp:13, 精致灯具
BiblioCraft:BiblioIronLamp:14, 精致灯具
BiblioCraft:BiblioIronLamp:15, 精致灯具
BiblioCraft:BiblioStuffs:0, 曲奇罐
BiblioCraft:BiblioStuffs:2, 餐盘
BiblioCraft:BiblioStuffs:3, 唱片架
BiblioCraft:BiblioMapFrames:0, 橡木地图框架
BiblioCraft:BiblioMapFrames:1, 云杉地图框架
BiblioCraft:BiblioMapFrames:2, 桦木地图框架
BiblioCraft:BiblioMapFrames:3, 丛林木地图框架
BiblioCraft:BiblioMapFrames:4, 金合欢地图框架
BiblioCraft:BiblioMapFrames:5, 深色橡木地图框架
BiblioCraft:BiblioMapFrames:6, 镶框地图框架
BiblioCraft:BiblioSeats:0, 橡木椅子
BiblioCraft:BiblioSeats:1, 云杉椅子
BiblioCraft:BiblioSeats:2, 桦木椅子
BiblioCraft:BiblioSeats:3, 丛林木椅子
BiblioCraft:BiblioSeats:4, 金合欢椅子
BiblioCraft:BiblioSeats:5, 深色橡木椅
BiblioCraft:BiblioSeats:6, 镶框椅子
Natura:N Crops, Crops
Natura:BerryBush:12, 覆盆子灌木
Natura:BerryBush:13, 蓝莓灌木
Natura:BerryBush:14, 黑莓灌木
Natura:BerryBush:15, 桑葚灌木
Natura:NetherBerryBush:12, 枯萎莓灌木
Natura:NetherBerryBush:13, 黄昏莓灌木
Natura:NetherBerryBush:14, 天莓灌木
Natura:NetherBerryBush:15, 刺莓灌木
Natura:Cloud:0, 云
Natura:Cloud:1, 黑云
Natura:Cloud:2, 灰云
Natura:Cloud:3, 硫云
Natura:tree:0, 桉树原木
Natura:tree:1, 樱花树原木
Natura:tree:2, 幽魂树原木
Natura:tree:3, 车桑子树原木
Natura:redwood:0, Redwood Bark
Natura:redwood:1, Redwood
Natura:redwood:2, Redwood Root
Natura:planks:0, 桉树木板
Natura:planks:1, 樱花树木板
Natura:planks:2, 幽魂树木板
Natura:planks:3, 红木树木板
Natura:planks:4, 血树木板
Natura:planks:5, 车桑子树木板
Natura:planks:6, 枫树木板
Natura:planks:7, 银铃树木板
Natura:planks:8, 紫檀树木板
Natura:planks:9, 核桃树木板
Natura:planks:10, 柳树木板
Natura:planks:11, 黑暗树木板
Natura:planks:12, 熔融树木板
Natura:floraleaves:0, 红木树树叶
Natura:floraleaves:1, 桉树树叶
Natura:floraleaves:2, 车桑子树树叶
Natura:floraleavesnocolor:0, 樱花树树叶
Natura:floraleavesnocolor:1, 幽魂树树叶
Natura:floraleavesnocolor:2, 血树树叶
Natura:floraleavesnocolor:3, 柳树树叶
Natura:florasapling:0, 红木树树苗
Natura:florasapling:1, 桉树树苗
Natura:florasapling:2, 车桑子树树苗
Natura:florasapling:3, 樱花树树苗
Natura:florasapling:4, 幽魂树树苗
Natura:florasapling:5, 血树树苗
Natura:florasapling:6, 黑暗树树苗
Natura:florasapling:7, 熔融树树苗
Natura:Saguaro:0, 巨型仙人掌
Natura:willow:0, 柳树原木
Natura:door.redwood, Redwood Door
Natura:door.eucalyptus, Eucalyptus Door
Natura:door.hopseed, Hopseed Door
Natura:door.sakura, Sakura Door
Natura:door.ghostwood, Ghostwood Door
Natura:door.bloodwood, Bloodwood Door
Natura:door.redwoodbark, Redwood Bark Door
Natura:bloodwood:0, 血树
Natura:bloodwood:15, 血树
Natura:soil.tainted, 腐沙
Natura:heatsand, 热沙
Natura:Dark Tree:0, 黑暗树原木
Natura:Dark Tree:1, 熔融树原木
Natura:Dark Leaves:0, 黑暗树树叶
Natura:Dark Leaves:1, 黑暗树树叶
Natura:Dark Leaves:2, 黑暗树树叶
Natura:Dark Leaves:3, 熔融树树叶
Natura:Thornvines, 荊藤
Natura:Glowshroom:0, 绿色荧光菇
Natura:Glowshroom:1, 紫色荧光菇
Natura:Glowshroom:2, 蓝色荧光菇
Natura:blueGlowshroom, Blue Glowshroom
Natura:purpleGlowshroom, Purple Glowshroom
Natura:greenGlowshroom, Green Glowshroom
Natura:Blazerail, 烈焰轨道
Natura:BrailPowered, 充能烈焰轨道
Natura:BrailDetector, 探测烈焰轨道
Natura:BrailActivator, 触发烈焰轨道
Natura:NetherFurnace, 下界熔炉
Natura:Obelisk, 方尖碑
Natura:NetherGlass:0, 灵魂玻璃
Natura:NetherGlass:1, 灼热玻璃
Natura:NetherHopper, 漏斗
Natura:NetherPressurePlate, 压力板
Natura:NetherButton, 按钮
Natura:NetherLever, 拉杆
Natura:Rare Tree:0, 枫树原木
Natura:Rare Tree:1, 银铃树原木
Natura:Rare Tree:2, 紫檀树原木
Natura:Rare Tree:3, 核桃树原木
Natura:Rare Leaves:0, 枫树树叶
Natura:Rare Leaves:1, 银铃树树叶
Natura:Rare Leaves:2, 紫檀树树叶
Natura:Rare Leaves:3, 核桃树树叶
Natura:Rare Sapling:0, 枫树树苗
Natura:Rare Sapling:1, 银铃树树苗
Natura:Rare Sapling:2, 紫檀树树苗
Natura:Rare Sapling:3, 核桃树树苗
Natura:Rare Sapling:4, 柳树树苗
Natura:Bluebells, 蓝铃草
Natura:Natura.workbench:0, 工作台
Natura:Natura.workbench:1, 工作台
Natura:Natura.workbench:2, 工作台
Natura:Natura.workbench:3, 工作台
Natura:Natura.workbench:4, 工作台
Natura:Natura.workbench:5, 工作台
Natura:Natura.workbench:6, 工作台
Natura:Natura.workbench:7, 工作台
Natura:Natura.workbench:8, 工作台
Natura:Natura.workbench:9, 工作台
Natura:Natura.workbench:10, 工作台
Natura:Natura.workbench:11, 工作台
Natura:Natura.workbench:12, 工作台
Natura:Natura.bookshelf:0, 书架
Natura:Natura.bookshelf:1, 书架
Natura:Natura.bookshelf:2, 书架
Natura:Natura.bookshelf:3, 书架
Natura:Natura.bookshelf:4, 书架
Natura:Natura.bookshelf:5, 书架
Natura:Natura.bookshelf:6, 书架
Natura:Natura.bookshelf:7, 书架
